"Espacenet";"";"";"";"";"";"";"";"";
"Patent search";"";"";"";"";"";"";"";"";
"874 results found for My patents";"";"";"";"";"";"";"";"";
"Results 1 to 874 displayed";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"Sort by: Relevance";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Title";"Inventors";"Applicants";"Publication number";"Earliest priority";"IPC";"CPC";"Publication date";"Earliest publication";"Family number";
"301";"Integrated delivery platform for enterprise software development at a computing device";"RAMANA DEEPAK [IN] 
RAI KORGI AKSHATHA [US] 
BATTEPATI SUBHASH [US] 
PINGALI SRINI [US] 
CHIBBER VARUN [US]";"THE ANTHEM COMPANIES INC [US]";"US11900125B1";"2020-12-15";"G06F21/62 
G06F9/4401 
G06Q10/10 
G06Q10/101";"G06F21/6218 (EP,US) 
G06F8/33 (EP) 
G06F8/36 (EP) 
G06F8/71 (EP) 
G06F9/4401 (US) 
G06Q10/101 (EP,US) 
G06Q10/103 (EP,US)";"2024-02-13";"2024-02-13";"089847943";
"302";"E-commerce platform user behavior management method";"ZHANG TAO 
DU YE 
KUANG JIANYU";"BEIJING HUADIAN ELECTRONIC COMMERCE TECH CO LTD";"CN117557347A 
CN117557347B";"2024-01-11";"G06F18/213 
G06F18/2431 
G06Q30/0601 
G06Q40/04";"G06F18/213 (CN) 
G06F18/2431 (CN) 
G06Q30/0609 (CN) 
G06Q40/04 (CN)";"2024-02-13 
2024-04-12";"2024-02-13";"089815101";
"303";"INDUCTIVE METHODS OF DATA VALIDATION FOR DIGITAL SIMULATED TWINNING THROUGH SUPERVISED THEN UNSUPERVISED MACHINE LEARNING AND ARTIFICIAL INTELLIGENCE FROM AGGREGATED DATA";"MURPHY MELISSA E [US] 
YONG TERHAN [US] 
PETERSON II RICHARD L [US]";"DELPHI TECH [US]";"US2024311266A1";"2022-08-10";"G06F11/30 
G06F11/34 
G06F16/908";"G06F11/3051 (US) 
G06F11/3438 (EP,US) 
G06F16/283 (EP) 
G06F16/908 (US)";"2024-09-19";"2024-02-15";"089846204";
"304";"Online service resource pushing method based on artificial intelligence and online big data platform";"LIU HAISHENG 
HAO JIAHONG";"LIU HAISHENG";"CN117575715A";"2022-12-22";"G06F18/214 
G06F18/23 
G06N3/04 
G06N3/08 
G06Q30/0601 
H04L67/55";"G06N3/04 (CN) 
G06N3/08 (CN) 
G06Q30/0631 (CN)";"2024-02-20";"2024-02-20";"089890534";
"305";"Resource recommendation method and device, equipment and storage medium";"WU JINGYU 
PENG MUZI 
NIE WENQIANG 
LI MEIFANG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN117651167A";"2023-12-19";"H04N21/2187 
H04N21/25 
H04N21/254 
H04N21/258 
H04N21/45 
H04N21/466 
H04N21/478";"H04N21/2187 (CN) 
H04N21/251 (CN) 
H04N21/2542 (CN) 
H04N21/25891 (CN) 
H04N21/4532 (CN) 
H04N21/4666 (CN) 
H04N21/4667 (CN) 
H04N21/4668 (CN) 
H04N21/47815 (CN)";"2024-03-05";"2024-03-05";"090043340";
"306";"METHOD DEVICE AND SYSTEM FOR CREATING VIRTUAL CHARACTERS THROUGH AUTOMATIC MOTION CAPTURE BASED ON ARTIFICIAL INTELLIGENCE";"LEE YONG HOON [KR]";"LEE YONG HOON [KR]";"KR20240030603A";"2022-08-31";"G06Q20/12 
G06Q30/06 
G06T13/40 
G06T19/20 
G06T7/215";"G06Q20/12 (KR) 
G06Q30/0601 (KR) 
G06T13/40 (KR) 
G06T19/20 (KR) 
G06T7/215 (KR)";"2024-03-07";"2024-03-07";"090271838";
"307";"Indoor design and decoration integrated system based on artificial intelligence technology and implementation method thereof";"GUO XIAOMING 
GUO XIAOCHANG 
LAN SIYIN 
GUO YE";"GUANGDONG JINCHONG CONSTRUCTION GROUP CO LTD";"CN117670594A";"2024-01-05";"G06Q50/08 
G16Y10/30 
G16Y10/80 
G16Y40/10 
G16Y40/35";"G06Q50/08 (CN) 
G16Y10/30 (CN) 
G16Y10/80 (CN) 
G16Y40/10 (CN) 
G16Y40/35 (CN)";"2024-03-08";"2024-03-08";"090077183";
"308";"Cosmetic similar prescription search system using artificial intelligence and method thereof";"CHO HYUN DAE 
CHA YOUNG KWON 
KIM JONG GUN 
JEON HYEON JEONG 
YOON SU HYUN 
LEE HYUN A 
KIM BONG JUN 
HONG JUNG EUI";"COSMECCA KOREA CO LTD [KR]";"KR102645288B1";"2022-11-28";"G16C20/40 
G16C20/70 
G16C20/90 
G16C60/00";"";"2024-03-08";"2024-03-08";"090235778";
"309";"SYSTEM AND METHOD FOR TRACKING AND CONTROLLING PRINT CARTRIDGE OWNERSHIP TRANSFERS USING NON-FUNGIBLE TOKENS";"SABANDITH MILONG [US]";"TOSHIBA TEC KK [JP]";"US12045814B2 
US2024086910A1";"2022-09-12";"B41J2/175 
G06Q20/12 
G06Q20/38";"B41J2/17546 (EP,US) 
G06Q20/1235 (EP,US) 
G06Q20/389 (EP,US) 
G06Q30/016 (EP) 
G06Q30/06 (EP)";"2024-03-14 
2024-07-23";"2024-03-14";"090141364";
"310";"Self-adaptive multi-mode style fused high-flow operation content mass production method";"YUE TAO 
HUANG CHUTAO 
ZHANG ZONGREN 
LIU XIAOCHUN 
JIANG BAOCHENG 
DONG JINXI";"SUZHOU XIAOMIANAO INFORMATION TECH CO LTD";"CN117710001A";"2023-12-20";"G06F18/241 
G06F18/25 
G06Q30/0201 
G06Q30/0601";"G06F18/241 (CN) 
G06F18/251 (CN) 
G06Q30/0201 (CN) 
G06Q30/0601 (CN)";"2024-03-15";"2024-03-15";"090156740";
"311";"E-commerce product recommendation method and device based on artificial intelligence";"HE JIEZHONG 
XU XIAOFENG 
GUI YIMING";"SHENZHEN UEB TECH CO LTD";"CN117710064A 
CN117710064B";"2023-12-29";"G06F16/9535 
G06F16/9538 
G06Q30/0601";"G06F16/9535 (CN) 
G06F16/9538 (CN) 
G06Q30/0631 (CN) 
G06Q30/0643 (CN) 
Y02D10/00 (EP)";"2024-03-15 
2025-03-11";"2024-03-15";"090160800";
"312";"E-commerce product poster generation method of image generation tool based on artificial intelligence";"LIN ZEJIAN 
ZHANG SHIXIONG 
LI RUOCHEN 
WEI WENYING 
HU HUANQIANG 
XIAO TIEJUN";"GUANGDONG BOHUA ULTRA HIGH DEFINITION INNOVATION CENTER CO LTD";"CN117726718A";"2023-12-19";"G06Q30/0601 
G06T11/60 
G06T7/194";"Y02D10/00 (EP)";"2024-03-19";"2024-03-19";"090199472";
"313";"E-commerce high-quality resource mining method and device, electronic equipment and storage medium";"WANG HUAN";"BAIDU TIMES NETWORK TECH BEIJING CO LTD";"CN117743932A";"2023-12-20";"G06F16/9035 
G06F16/9535 
G06F18/241 
G06Q30/0601";"";"2024-03-22";"2024-03-22";"090256135";
"314";"E-commerce platform commodity feedback information management method and device based on chatgpt";"SHI HAO";"INSPUR HAILIAN YIMAO SHANDONG INFORMATION TECH CO LTD";"CN117764629A";"2024-01-09";"G06F16/951 
G06F16/9538 
G06Q30/0201 
G06Q30/0601";"";"2024-03-26";"2024-03-26";"090310669";
"315";"ARTIFICIAL INTELLIGENCE BASED METHODS AND SYSTEMS FOR IMPROVING ACCURACY OF AUTHORIZATION OPTIMIZER";"DEBNATH ANKUR [IN] 
KHAN AMMAR AHMAD [IN] 
ARORA ANKUR [IN] 
GUPTA ANUBHAV [IN] 
WAGHMARE GOVIND VITTHAL [IN] 
WADHWA HARDIK [US] 
DHEEKOLLU LALASA [IN] 
ASTHANA SIDDHARTHA [IN]";"DEBNATH ANKUR [IN] 
KHAN AMMAR AHMAD [IN] 
ARORA ANKUR [IN] 
GUPTA ANUBHAV [IN] 
WAGHMARE GOVIND VITTHAL [IN] 
WADHWA HARDIK [US] 
DHEEKOLLU LALASA [IN] 
ASTHANA SIDDHARTHA [IN] 
MASTERCARD INTERNATIONAL INC [US]";"US12530692B2 
US2024119459A1";"2022-09-24";"G06Q20/38 
G06Q20/40";"G06Q20/389 (EP,US) 
G06Q20/401 (US) 
G06Q20/403 (EP) 
G06Q20/405 (EP,US)";"2024-04-11 
2026-01-20";"2024-03-28";"090455092";
"316";"ARTIFICIAL INTELLIGENCE (AI) BASED SKILL TRACKING AND NON-FUNGIBLE TOKEN (NFT) BASED SKILL REPRESENTATION";"SAMARTHYAM SANTHOSH [IN] 
SULIBHAVI MADHVESH [IN]";"SONY GROUP CORP [JP]";"US12350594B2 
US2024100444A1";"2022-09-28";"A63F13/67 
A63F13/798";"A63F13/67 (EP,US) 
A63F13/69 (EP) 
A63F13/71 (EP) 
A63F13/792 (EP) 
A63F13/798 (EP,US) 
G06Q10/063112 (EP) 
G06Q10/101 (EP) 
G06Q10/103 (EP) 
G06Q10/1053 (EP) 
G06Q50/2057 (EP) 
H04L9/3213 (EP) 
H04L9/50 (EP) 
A63F2300/532 (US) 
A63F2300/558 (US) 
G06Q2220/00 (EP)";"2024-03-28 
2025-07-08";"2024-03-28";"088204395";
"317";"Generative AI intelligent refrigerator based on large health model";"ZHOU YALI";"SICHUAN HUAKUN ZHENYU INTELLIGENT TECH CO LTD";"CN117789925A";"2023-11-30";"F25D11/02 
G06N20/00 
G16H10/60 
G16H20/60 
G16H50/70";"";"2024-03-29";"2024-03-29";"090382494";
"318";"Trademark infringement detection method and system";"PENG FEIRONG 
WANG XIUHUI 
MA XIANG 
WANG LE";"UNIV JILIANG CHINA";"CN117809060A";"2023-12-29";"G06F16/51 
G06F16/532 
G06F16/583 
G06T3/4046 
G06T3/4053 
G06V10/74 
G06V10/82";"G06F16/51 (CN) 
G06F16/532 (CN) 
G06F16/583 (CN) 
G06N3/045 (CN) 
G06N3/0464 (CN) 
G06N3/0475 (CN) 
G06N3/048 (CN) 
G06N3/084 (CN) 
G06N3/094 (CN) 
G06T3/4046 (CN) 
G06T3/4053 (CN) 
G06V10/761 (CN) 
G06V10/765 (CN) 
G06V10/82 (CN) 
G06T2207/20081 (CN) 
G06T2207/20084 (CN)";"2024-04-02";"2024-04-02";"090425286";
"319";"E-commerce content searching method and device, electronic equipment and storage medium";"LIU SENBIN 
LI MEIFANG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN117807296A";"2023-12-29";"G06F16/953 
G06F16/9535 
G06F16/9538";"G06F16/953 (CN) 
G06F16/9535 (CN) 
G06F16/9538 (CN)";"2024-04-02";"2024-04-02";"090433458";
"320";"Generative recommendation system and method based on user personalized feedback";"JIAN MENG 
LI RUOXI 
XIA ZHUOYANG 
WANG ZHANGQUAN 
LIU JIEYING 
FU SHUAI 
WANG YONGNIAN";"UNIV BEIJING TECHNOLOGY 
INNER MONGOLIA AEROSPACE POWER MACHINERY TESTING INST";"CN117829950A";"2023-12-22";"G06F16/9535 
G06N3/0455 
G06N5/04 
G06Q30/0601";"G06F16/9535 (CN) 
G06N3/0455 (CN) 
G06N5/041 (CN) 
G06Q30/0631 (CN)";"2024-04-05";"2024-04-05";"090514498";
"321";"METHOD DEVICE AND SYSTEM FOR PROVIDING SPACE STYLING EXPERT AND USER MATCHING PLATFORM SERVICE BASED ON METAVERSE ENVIRONMENT";"KIM NAM YOUNG [KR]";"WED LIKE CO LTD [KR]";"KR20240045401A";"2022-09-29";"G06F16/535 
G06F16/55 
G06F16/9032 
G06N20/00 
G06Q30/02 
G06Q30/06 
G06Q50/10 
G06T15/20 
G06T19/00 
G06T5/00";"G06F16/535 (KR) 
G06F16/55 (KR) 
G06F16/90332 (KR) 
G06N20/00 (KR) 
G06Q30/0282 (KR) 
G06Q30/0613 (KR) 
G06Q30/0631 (KR) 
G06Q30/0643 (KR) 
G06Q50/10 (KR) 
G06T15/205 (KR) 
G06T19/006 (KR) 
G06T5/80 (KR)";"2024-04-08";"2024-04-08";"090715288";
"322";"Intelligent food production and marketing platform based on artificial intelligence";"JIN YA 
CAI GUOHUA";"SUZHOU LINGLIAN INTELLIGENT TECH CO LTD";"CN117852767A";"2024-01-15";"G06Q10/063 
G06Q10/0875 
G06Q30/0601";"G06Q10/063 (CN) 
G06Q10/0875 (CN) 
G06Q30/0635 (CN) 
Y02P90/30 (EP)";"2024-04-09";"2024-04-09";"090545596";
"323";"ARTIFICIAL INTELLIGENCE-BASED FRAUD AND RISK MANAGEMENT METHODS AND SYSTEMS FOR ACQUIRERS";"GUPTA SMRITI [IN] 
PATANKAR ADARSH [IN] 
CHOUDHARY AKASH [IN] 
BHATRAJU ALEKHYA [IN] 
KHAN AMMAR AHMAD [IN] 
KUNDU AMRITA [IN] 
SARASWAT ANKUR [IN] 
GUPTA ANUBHAV [IN] 
KUMAR AWANISH [IN] 
AGARWAL AYUSH [IN] 
MCGUIGAN BRIAN M [US] 
DAS DEBASMITA [IN] 
YADAV DEEPAK [IN] 
SHRIVASTAVA DIKSHA [IN] 
ARORA GARIMA [IN] 
DHAMA GAURAV [IN] 
OBEROI GAURAV [IN] 
WAGHMARE GOVIND VITTHAL [IN] 
WADHWA HARDIK [IN] 
PERETTA JESSICA [US] 
GOYAL KANISHK [IN] 
PRASAD KARTHIK [IN] 
VUSSE LEKHANA [IN] 
SINGH MANEET [IN] 
GULLA NIRANJAN [IN] 
KUMAR NITISH [IN] 
RANJAN RAJESH KUMAR [IN] 
GANESH V RAM [IN] 
BHATTACHARYA ROHIT [IN] 
SANKHALA RUPESH KUMAR [IN] 
ASTHANA SIDDHARTHA [IN] 
GHOSH SOUMYADEEP [IN] 
BHADURI SOUROJIT [IN] 
TIWARI SRIJITA [IN] 
POWAR SUHAS [IN] 
SKELSEY SUSAN [US]";"MASTERCARD INTERNATIONAL INC [US]";"US12530690B2 
US2024119457A1";"2022-10-07";"G06Q20/40";"G06N20/00 (EP) 
G06N3/08 (EP) 
G06Q10/0635 (EP) 
G06Q20/4016 (EP,US) 
G06Q30/018 (EP) 
G06Q30/0609 (EP)";"2024-04-11 
2026-01-20";"2024-04-11";"090574371";
"324";"E-commerce big data analysis method and system based on artificial intelligence";"ZENG WENLE";"NANJING SUIZHI INTERNET TECH CO LTD";"CN117874446A";"2023-08-29";"G06F18/20 
G06F18/22 
G06Q10/0631 
G06Q30/0601";"G06F18/20 (CN) 
G06F18/22 (CN) 
G06Q10/063112 (CN) 
G06Q30/0601 (CN)";"2024-04-12";"2024-04-12";"090593379";
"325";"METHOD AND PLATFORM FOR PROVIDING CURATED WORK OPPORTUNITIES";"PEASE TOMMY [US]";"THE BUILDERS NETWORK LLC [US]";"US2024127142A1";"2022-10-13";"G06Q10/0631";"G06Q10/063112 (EP,US)";"2024-04-18";"2024-04-18";"090626537";
"326";"E-commerce information recommendation system based on artificial intelligence and control method thereof";"LI ZHENXIAO";"GUANGZHOU HEIYU SOFTWARE TECH CO LTD";"CN117911116A";"2024-01-23";"G06F18/2413 
G06Q30/0204 
G06Q30/0601";"G06F18/24137 (CN) 
G06Q30/0204 (CN) 
G06Q30/0631 (CN)";"2024-04-19";"2024-04-19";"090681703";
"327";"SYSTEM FOR ONLINE SALE";"MOON YUK 
SONG MINHO";"WOORI ON TECH CO LTD [KR]";"KR102659929B1";"2023-12-22";"G06Q30/06";"";"2024-04-23";"2024-04-23";"090880772";
"328";"System and method for selecting personalized recommendation area using artificial intelligence";"LEE MYOUNG KI 
LEE JUNG HWAN 
LEE KYU NAM";"PLANI CO LTD [KR]";"KR102798750B1 
KR20240054074A";"2022-10-18";"G06F3/0485 
G06F40/279 
G06N20/00 
G06Q30/06 
G06T7/11 
G06V10/25 
G06V10/40 
G06V20/62";"G06F3/0485 (KR) 
G06F40/279 (KR) 
G06N20/00 (KR) 
G06Q30/0631 (KR) 
G06Q30/0641 (KR) 
G06T7/11 (KR) 
G06V10/25 (KR) 
G06V10/40 (KR) 
G06V20/62 (KR)";"2024-04-25 
2025-04-23";"2024-04-25";"090885085";
"329";"System and method for user-customized product recommendation using artificial intelligence";"LEE MYOUNG KI 
LEE JUNG HWAN 
LEE KYU NAM";"PLANI CO LTD [KR]";"KR102798738B1 
KR20240054072A";"2022-10-18";"G06F3/0485 
G06F40/20 
G06F40/279 
G06N20/00 
G06Q30/06 
G06T7/11 
G06V10/25 
G06V10/40 
G06V20/62";"G06F3/0485 (KR) 
G06F40/279 (KR) 
G06N20/00 (KR) 
G06Q30/0631 (KR) 
G06Q30/0641 (KR) 
G06T7/11 (KR) 
G06V10/25 (KR) 
G06V10/40 (KR) 
G06V20/62 (KR)";"2024-04-25 
2025-04-23";"2024-04-25";"090885338";
"330";"E-commerce platform transaction risk assessment method and system based on artificial intelligence";"XU CHAO 
SUN YUE 
LI YOUFU 
WU XIUYUN 
SHENG DAOCUI 
XU YALI";"NANJING CHENGYI TECH CO LTD 
NANJING TONGYAOSHU TECH CO LTD";"CN117934043A";"2024-01-30";"G06Q10/0635 
G06Q30/0201 
G06Q30/0601";"G06Q10/0635 (CN) 
G06Q30/0201 (CN) 
G06Q30/0601 (CN)";"2024-04-26";"2024-04-26";"090764623";
"331";"Advanced Fraud detection system and method specialized for pre-settlement";"LEE HAE WOO 
LEE MIN WOO";"DAILYFUNDING CO LTD [KR]";"KR102662347B1";"2023-12-13";"G06N20/00 
G06Q10/08 
G06Q20/12 
G06Q20/28 
G06Q20/38 
G06Q20/40 
G06Q30/06 
G06Q40/02 
G06Q40/03 
G06Q40/06";"";"2024-04-30";"2024-04-30";"090884414";
"332";"AI-based employment social network extender";"COUGHLIN RYAN [US]";"ALIGN CONSULTING GROUP LLC [US]";"US11972397B1";"2023-08-04";"G06N5/022 
G06Q10/1053 
G06Q50/00";"G06N20/00 (EP) 
G06N5/022 (EP,US) 
G06Q10/1053 (EP,US) 
G06Q10/40 (US) 
G06Q10/48 (EP)";"2024-04-30";"2024-04-30";"090835948";
"333";"E-commerce personalized precise shopping guide method based on artificial intelligence";"LV YUE 
LIANG JIQING 
LI FEN 
TIAN XIANGFEI 
YAN ZHENG";"HANGZHOU HELIJIA INFORMATION TECH CO LTD";"CN117952711A 
CN117952711B";"2024-01-22";"G06F18/22 
G06Q30/0601";"G06F18/22 (CN) 
G06Q30/0631 (CN)";"2024-04-30 
2024-10-22";"2024-04-30";"090797395";
"334";"SYSTEMS, METHODS, KITS, AND APPARATUSES FOR MANAGING VALUE CHAIN NETWORKS IN SYSTEM OF SYSTEMS";"CELLA CHARLES H 
CARDNO ANDREW 
PARENTI JENNA 
LOCKE ANDREW S 
KELL BRAD 
EL-TAHRY TEYMOUR S 
FORTIN JR LEON 
BUNIN ANDREW 
SHARMA KUNAL 
CHARON TAYLOR 
MALCHEV HRISTO 
VETTER ERIC P 
GOODMAN BENJAMIN D 
STEIN DAVID";"STRONG FORCE VCN PORTFOLIO 2019 LLC [US]";"AU2023368471A1";"2019-11-05";"G06Q10/06 
G06Q10/08 
G06Q10/087";"";"2024-10-17";"2024-05-02";"093018227";
"335";"SYSTEMS, METHODS, KITS, AND APPARATUSES FOR MANAGING VALUE CHAIN NETWORKS IN SYSTEM OF SYSTEMS";"CELLA CHARLES H [US] 
CARDNO ANDREW [US] 
PARENTI JENNA [US] 
LOCKE ANDREW S [US] 
KELL BRAD [US] 
EL-TAHRY TEYMOUR S [US] 
FORTIN JR LEON [US] 
BUNIN ANDREW [US] 
SHARMA KUNAL [US] 
CHARON TAYLOR [US] 
MALCHEV HRISTO [US] 
VETTER ERIC P [US] 
GOODMAN BENJAMIN D [US] 
STEIN DAVID [US] 
VETTER ERIC P 
GOODMAN BENJAMIN D 
STEIN DAVID";"STRONG FORCE VCN PORTFOLIO 2019 LLC [US]";"WO2024091687A2 
WO2024091687A3 
WO2024091687A9";"2022-10-28";"G06N20/00 
G06Q10/08 
G06Q10/06 
G06Q10/087";"G06Q10/06375 (EP,US) 
G06Q30/0202 (EP) 
G06Q30/0206 (EP) 
H04L51/02 (EP)";"2024-05-02 
2024-06-06 
2024-07-11";"2024-05-02";"090832292";
"336";"Data set construction method and device";"GAO DEHONG 
CHEN KAIDI 
CAI XIAOYAN 
YANG LIBIN 
WANG ZHEN";"UNIV NORTHWESTERN POLYTECHNICAL";"CN117972432A";"2024-03-12";"G06F16/951 
G06F18/21 
G06F18/214 
G06F18/25 
G06F18/27 
G06N3/08";"G06F16/951 (CN) 
G06F18/214 (CN) 
G06F18/217 (CN) 
G06F18/25 (CN) 
G06F18/27 (CN) 
G06N3/08 (CN)";"2024-05-03";"2024-05-03";"090856586";
"337";"SYSTEM AND METHOD FOR SALE OF DISCOUNTED NON-FUNGIBLE TOKENS";"NORTHROP SHANE [US]";"NORTHROP SHANE [US]";"US2024152893A1";"2022-11-03";"G06Q20/12 
G06Q30/0207";"G06Q20/123 (EP,US) 
G06Q30/0239 (EP,US) 
G06Q30/0241 (EP) 
G06Q30/0641 (EP) 
G06Q30/0643 (EP) 
G06Q2220/00 (EP,US)";"2024-05-09";"2024-05-09";"090927892";
"338";"Advertisement creative design method and system based on artificial intelligence and big data analysis technology";"XU CHICHENG 
YANG ZHIXIONG 
LI CHENG 
WANG HAOTIAN 
XIONG LI";"WUHAN FIREFLY CULTURE COMMUNICATION CO LTD";"CN118014652A";"2024-01-18";"G06N3/045 
G06N3/047 
G06N3/0499 
G06N3/084 
G06Q30/0241 
G06Q30/0242 
G06Q30/0251";"G06N3/045 (CN) 
G06N3/047 (CN) 
G06N3/0499 (CN) 
G06N3/084 (CN) 
G06Q30/0245 (CN) 
G06Q30/0251 (CN) 
G06Q30/0276 (CN) 
Y02D10/00 (EP)";"2024-05-10";"2024-05-10";"090949696";
"339";"AI METHOD OF MANAGING ARTIFICIAL INTELLIGENCE MODEL THROUGH ARTIFICIAL INTELLIGENCE PLATFORM BASED ON EDGE COMPUTING";"KIM YONG BEOM [KR]";"KIM YONG BEOM [KR]";"KR102780161B1 
KR20240063309A";"2022-11-02";"G06F11/14 
G06F8/65 
G06F8/71 
G06N3/08 
G06Q10/06 
G06Q30/02 
G06Q30/06 
G06V10/70 
H04L9/00";"G06F11/1476 (KR) 
G06F8/65 (KR) 
G06F8/71 (KR) 
G06N3/088 (KR) 
G06Q10/06315 (KR) 
G06Q30/0201 (KR) 
G06Q30/0203 (KR) 
G06Q30/0281 (KR) 
G06Q30/0613 (KR) 
G06Q30/0621 (KR) 
G06Q30/0631 (KR) 
G06V10/70 (KR) 
H04L9/50 (KR)";"2024-05-10 
2025-03-13";"2024-05-10";"091072157";
"340";"AI METHOD OF MANAGING ARTIFICIAL INTELLIGENCE MODEL MARKETPLACE PLATFORM BY USING EDGE DEVICE WITH WASTED DEVICE";"KIM YONG BEOM [KR]";"KIM YONG BEOM [KR]";"KR102780158B1 
KR20240063308A";"2022-11-02";"G06F11/14 
G06F11/34 
G06F21/62 
G06F8/65 
G06F8/71 
G06Q10/00 
G06Q10/06 
G06Q30/02 
G06Q30/06 
G06Q50/22 
G06V10/70";"G06F11/1476 (KR) 
G06F11/3409 (KR) 
G06F21/6245 (KR) 
G06F8/65 (KR) 
G06F8/71 (KR) 
G06N3/088 (KR) 
G06Q10/06315 (KR) 
G06Q10/30 (KR) 
G06Q20/145 (KR) 
G06Q30/0201 (KR) 
G06Q30/0207 (KR) 
G06Q30/0281 (KR) 
G06Q30/0613 (KR) 
G06Q30/0621 (KR) 
G06Q50/22 (KR) 
G06V10/70 (KR) 
H04L9/50 (KR)";"2024-05-10 
2025-03-13";"2024-05-10";"091072556";
"341";"Artificial intelligence-based electronic commerce recommendation system";"HOU ENPAN 
LI KUNYI 
ZHANG WEIPING 
CHEN JINGYU";"GLOBAL DIGITAL TECH GROUP CO LTD";"CN118014697A 
CN118014697B";"2024-04-10";"G06F16/2457 
G06Q30/0601";"G06F16/2457 (CN) 
G06Q30/0601 (CN) 
G06Q30/0631 (CN)";"2024-05-10 
2024-06-04";"2024-05-10";"090945780";
"342";"E-commerce user satisfaction prediction method and device based on artificial intelligence";"REN HAICI";"HANGZHOU BICHENG DIGITAL TECH CO LTD";"CN118014416A";"2024-01-18";"G06F18/243 
G06F18/27 
G06N5/01 
G06Q10/0639";"G06F18/24323 (CN) 
G06F18/27 (CN) 
G06N5/01 (CN) 
G06Q10/06393 (CN)";"2024-05-10";"2024-05-10";"090955279";
"343";"System and Method for Automated Integration of Contextual Information with a Series of Digital Images Displayed in a Display Space";"LEHMANN LAURA [US] 
TUNGKASIRI SORAT [US]";"TECTONIQ INC [US]";"US20260050629A1";"2022-11-15";"G06F16/48 
G06F3/04842 
G06F3/14";"G06F16/48 (EP,US) 
G06F3/0482 (EP) 
G06F3/04842 (US) 
G06F3/0486 (EP) 
G06F3/14 (EP,US)";"2026-02-19";"2024-05-16";"091028178";
"344";"CROSS-DOMAIN RECOMMENDATION VIA CONTRASTIVE LEARNING OF USER BEHAVIORS IN ATTENTIVE SEQUENCE MODELS";"GHARIBSHAH ZHABIZ [US] 
IQBAL MURIUM [US] 
ANAND GAURAV [US] 
SAHAMI SHIRAZI ALIREZA [US]";"ETSY INC [US]";"US2024161165A1";"2022-11-07";"G06N3/0455 
G06N3/0895 
G06Q30/0601";"G06N3/044 (EP) 
G06N3/045 (EP) 
G06N3/0455 (US) 
G06N3/08 (EP) 
G06N3/084 (EP) 
G06N3/0895 (US) 
G06Q30/0631 (EP,US)";"2024-05-16";"2024-05-16";"091028420";
"345";"AI SALES SYSTEM";"NAKAMURA GIICHI";"NAKAMURA GIICHI";"JP2024071343A";"2022-11-14";"G06Q30/0601";"";"2024-05-24";"2024-05-24";"091129291";
"346";"METHOD OF REGULATION AND DISTRIBUTION OF GOODS AND SERVICES";"TRUZZI DAVIDE [IT]";"CODINGMOTH SRL [IT]";"WO2024110913A1";"2022-11-24";"G06Q10/02 
G06Q10/0631 
G06Q30/0601";"G06Q10/02 (EP) 
G06Q10/0631 (EP) 
G06Q30/0601 (EP)";"2024-05-30";"2024-05-24";"085172605";
"347";"Business processing system based on big data and artificial intelligence";"ZHU LEI 
HU JUN";"SHANGHAI TECH NETWORK COMMUNICATION CO LTD";"CN118096311A";"2024-03-06";"G06F18/10 
G06F18/214 
G06F18/22 
G06Q10/0633 
G06Q30/0601";"G06F18/10 (CN) 
G06F18/214 (CN) 
G06F18/22 (CN) 
G06Q10/0633 (CN) 
G06Q30/0635 (CN)";"2024-05-28";"2024-05-28";"091152456";
"348";"Reverse direct purchase sales products by country and method of recommending sales price";"JINSUK KIM 
JUNG JIWON";"NEOFORCE LTD [KR]";"KR102875494B1 
KR20240076323A";"2022-11-23";"G06F17/18 
G06N20/00 
G06Q30/02 
G06Q30/06";"G06F17/18 (KR) 
G06N20/00 (KR) 
G06Q30/0201 (KR) 
G06Q30/0206 (KR) 
G06Q30/0282 (KR) 
G06Q30/0631 (KR)";"2024-05-30 
2025-10-24";"2024-05-30";"091275819";
"349";"Web3 Decentralized Blockchain Based NFT Framework... Applications";"BERNARDI ROBERT [US]";"AVILA TECH LLC [US]";"US2024185191A1";"2022-12-02";"G06Q20/02 
G06Q20/06 
H04L9/00 
H04L9/32";"G06Q20/02 (EP,US) 
G06Q20/065 (EP,US) 
G06Q20/123 (EP) 
G06Q20/1235 (EP,US) 
G06Q20/223 (US) 
G06Q30/06 (EP) 
G06Q30/08 (EP) 
G06Q40/055 (US) 
H04L9/008 (EP,US) 
H04L9/3218 (EP) 
H04L9/3221 (EP,US) 
H04L9/3239 (EP) 
H04L9/50 (EP) 
G06F16/134 (US) 
G06Q2220/00 (US) 
H04L67/1065 (US)";"2024-06-06";"2024-06-06";"091279883";
